Date,State,Hosp_Total,Hosp_White,Hosp_Black,Hosp_Latinx,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown
2021-03-07,AK,1293,423,45,0,116,336,126,67,54,126,66,939,288
2021-03-07,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,AZ,57907,26710,2479,18730,1015,4496,0,0,2562,1915,18730,37262,1915
2021-03-07,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,FL,82237,38131,16138,20583,0,0,0,0,4284,3101,20583,56406,5248
2021-03-07,GA,56797,24335,22046,6155,1029,20,69,0,1076,2067,6155,46118,4524
2021-03-07,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,HI,2226,151,15,0,521,0,660,0,38,841,0,0,841
2021-03-07,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,KS,9387,7118,752,0,173,67,0,0,623,654,1350,7167,870
2021-03-07,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,MA,19713,10414,1900,3041,709,10,7,0,1957,1675,3041,14997,1675
2021-03-07,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,ME,1570,1359,63,0,22,7,0,3,30,86,22,1354,194
2021-03-07,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,MN,25978,16798,3007,2202,1470,457,31,665,237,1111,2202,22665,1111
2021-03-07,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,MT,4630,2233,23,0,0,453,0,0,0,1921,0,0,0
2021-03-07,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NE,6147,4318,304,0,133,93,12,0,174,1113,1064,3538,1545
2021-03-07,NH,1131,865,38,99,40,0,0,0,25,64,99,968,64
2021-03-07,NJ,64396,26086,11312,15832,2843,0,0,0,4241,4082,15832,44482,4082
2021-03-07,NM,13252,2460,141,4885,118,3966,24,0,177,1481,4885,6886,1481
2021-03-07,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NY,89995,21649,23650,28494,8213,0,0,0,0,7989,28494,53512,7989
2021-03-07,OH,50881,35458,9272,0,631,65,55,1691,1290,2419,1710,42785,6386
2021-03-07,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,OR,8714,5270,273,0,311,220,146,160,1585,749,1765,5410,1539
2021-03-07,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,RI,9020,4280,593,1886,167,20,0,39,203,1832,1886,5302,1832
2021-03-07,SC,20725,10646,7383,0,166,0,0,0,1166,1364,998,16674,3053
2021-03-07,SD,6705,4785,134,170,72,1305,0,0,71,168,170,6367,168
2021-03-07,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,UT,14891,9312,246,3268,349,459,765,0,1114,360,3268,11263,360
2021-03-07,VA,24661,10858,6760,4376,1087,36,0,194,494,856,4376,19429,856
2021-03-07,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WA,19599,6056,623,2621,871,236,355,239,220,8378,2621,8600,8378
2021-03-07,WI,26457,18668,3023,2491,563,410,0,0,312,990,2491,22976,990
2021-03-07,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AK,1285,418,45,0,116,335,126,67,53,125,66,935,284
2021-03-03,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AZ,57697,26575,2466,18695,1007,4474,0,0,2551,1929,18695,37073,1929
2021-03-03,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,FL,81278,37666,15963,20341,0,0,0,0,4245,3063,20341,55748,5189
2021-03-03,GA,56369,24083,21868,6126,1016,20,65,0,1063,2128,6126,45708,4535
2021-03-03,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,HI,2226,151,15,0,521,0,660,0,38,841,0,0,841
2021-03-03,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,KS,9355,7092,749,0,173,67,0,0,621,653,1345,7142,868
2021-03-03,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MA,19713,10414,1900,3041,709,10,7,0,1957,1675,3041,14997,1675
2021-03-03,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ME,1545,1339,63,0,22,7,0,3,30,81,22,1335,188
2021-03-03,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MN,25863,16604,2982,2173,1442,454,30,664,238,1276,2173,22414,1276
2021-03-03,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MT,4600,2233,23,0,0,453,0,0,0,1891,0,0,0
2021-03-03,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NE,6147,4318,304,0,133,93,12,0,174,1113,1064,3538,1545
2021-03-03,NH,1123,847,38,97,40,0,0,0,23,78,97,948,78
2021-03-03,NJ,64050,25919,11259,15734,2832,0,0,0,4217,4089,15734,44227,4089
2021-03-03,NM,13190,2460,141,4885,118,3966,24,0,177,1419,4885,6886,1419
2021-03-03,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NY,89995,21344,23320,28094,8053,0,0,0,0,9184,28094,52717,9184
2021-03-03,OH,50613,35203,9231,0,629,65,54,1686,1289,2456,1701,42405,6507
2021-03-03,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,OR,8682,5249,271,0,310,220,147,160,1585,740,1766,5382,1534
2021-03-03,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,RI,8982,4280,593,1886,167,20,0,39,203,1794,1886,5302,1794
2021-03-03,SC,20488,10515,7309,0,164,0,0,0,1155,1345,987,16472,3029
2021-03-03,SD,6654,4748,134,168,70,1295,0,0,70,169,168,6317,169
2021-03-03,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,UT,14783,9312,246,3268,349,459,765,0,1114,360,3268,11155,360
2021-03-03,VA,24354,10687,6668,4349,1083,33,0,193,486,855,4349,19150,855
2021-03-03,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WA,19466,6008,621,2609,864,234,353,237,219,8321,2609,8536,8321
2021-03-03,WI,26279,18527,3012,2478,561,408,0,0,310,983,2478,22818,983
2021-03-03,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AK,1277,415,45,0,117,331,125,67,52,125,66,927,284
2021-02-28,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AZ,57599,26542,2460,18646,1006,4468,0,0,2548,1929,18646,37024,1929
2021-02-28,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,FL,80572,37347,15827,20180,0,0,0,0,4199,3019,20180,55252,5140
2021-02-28,GA,56039,23907,21732,6096,1009,20,63,0,1060,2152,6096,45403,4540
2021-02-28,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,HI,2214,149,14,0,514,0,649,0,35,853,0,0,853
2021-02-28,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,KS,9249,7006,740,0,171,67,0,0,617,648,1336,7054,859
2021-02-28,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MA,19444,10270,1890,2988,700,10,7,0,1898,1681,2988,14775,1681
2021-02-28,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ME,1527,1339,63,0,22,7,0,3,30,63,22,1335,170
2021-02-28,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MN,25719,16604,2982,2173,1442,454,30,664,238,1132,2173,22414,1132
2021-02-28,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MT,4581,2233,23,0,0,453,0,0,0,1872,0,0,0
2021-02-28,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NE,6102,4307,304,0,133,92,12,0,174,1080,1062,3526,1514
2021-02-28,NH,1118,842,38,97,40,0,0,0,23,78,97,943,78
2021-02-28,NJ,63713,25730,11193,15670,2813,0,0,0,4192,4115,15670,43928,4115
2021-02-28,NM,13108,2333,137,4529,114,4128,23,0,172,1672,4529,6907,1672
2021-02-28,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NY,89995,21134,23063,27786,7903,0,0,0,0,10109,27786,52100,10109
2021-02-28,OH,50279,34871,9168,0,620,65,54,1678,1296,2527,1687,41885,6707
2021-02-28,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,OR,8570,5174,268,0,306,219,145,159,1565,734,1748,5306,1516
2021-02-28,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,RI,8900,4271,602,1875,164,19,0,40,204,1725,1875,5300,1725
2021-02-28,SC,20387,10455,7279,0,162,0,0,0,1142,1349,983,16377,3027
2021-02-28,SD,6626,4725,133,166,70,1294,0,0,70,168,166,6292,168
2021-02-28,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,UT,14695,9243,244,3259,345,456,765,0,1111,359,3259,11077,359
2021-02-28,VA,24115,10547,6597,4338,1071,32,0,187,484,859,4338,18918,859
2021-02-28,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WA,19319,5944,617,2597,854,232,351,238,218,8268,2597,8454,8268
2021-02-28,WI,26127,18426,2992,2463,557,406,0,0,304,979,2463,22685,979
2021-02-28,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AK,1260,407,45,0,117,327,123,67,52,122,65,916,279
2021-02-24,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AZ,57156,26263,2435,18519,1004,4426,0,0,2537,1972,18519,36665,1972
2021-02-24,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,FL,79675,36925,15636,19965,0,0,0,0,4156,2993,19965,54614,5096
2021-02-24,GA,55394,23590,21471,6060,996,20,62,0,1044,2151,6060,44842,4492
2021-02-24,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,HI,2204,149,14,0,514,0,649,0,35,843,0,0,843
2021-02-24,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,KS,9189,6965,736,0,171,67,0,0,613,637,1328,7012,849
2021-02-24,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MA,19444,10270,1890,2988,700,10,7,0,1898,1681,2988,14775,1681
2021-02-24,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ME,1515,1339,63,0,22,7,0,3,30,51,22,1335,158
2021-02-24,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MN,25579,16390,2961,2146,1428,454,30,632,235,1303,2146,22130,1303
2021-02-24,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MT,4559,2233,23,0,0,453,0,0,0,1850,0,0,0
2021-02-24,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NE,6059,4286,304,0,133,92,12,0,172,1060,1057,3491,1511
2021-02-24,NH,1101,828,38,96,39,0,0,0,23,77,96,928,77
2021-02-24,NJ,63252,25518,11110,15571,2792,0,0,0,4156,4105,15571,43576,4105
2021-02-24,NM,13024,2333,137,4529,114,4128,23,0,172,1588,4529,6907,1588
2021-02-24,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NY,89995,20685,22611,27198,7690,0,0,0,0,11811,27198,50986,11811
2021-02-24,OH,49788,34492,9071,0,614,64,54,1671,1284,2538,1672,41412,6704
2021-02-24,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,OR,8528,5147,267,0,306,218,144,156,1559,731,1740,5278,1510
2021-02-24,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,RI,8850,4271,602,1875,164,19,0,40,204,1675,1875,5300,1675
2021-02-24,SC,20117,10207,7149,0,162,0,0,0,1111,1488,963,16018,3136
2021-02-24,SD,6570,4686,133,164,69,1281,0,0,70,167,164,6239,167
2021-02-24,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,UT,14554,9138,241,3237,340,454,763,0,1105,356,3237,10961,356
2021-02-24,VA,23798,10359,6502,4316,1064,31,0,183,478,865,4316,18617,865
2021-02-24,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WA,19211,5897,615,2595,846,232,348,237,219,8222,2595,8394,8222
2021-02-24,WI,25893,18264,2971,2438,552,402,0,0,300,966,2438,22489,966
2021-02-24,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AK,1243,400,46,0,116,325,122,67,51,116,62,909,272
2021-02-21,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AZ,56946,26150,2431,18465,1002,4410,0,0,2523,1965,18465,36516,1965
2021-02-21,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,FL,78946,36570,15495,19790,0,0,0,0,4125,2966,19790,54079,5077
2021-02-21,GA,54753,23269,21229,6029,986,19,61,0,1034,2126,6029,44297,4427
2021-02-21,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,HI,2182,147,14,0,510,0,637,0,33,841,0,0,841
2021-02-21,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,KS,9071,6866,732,0,169,67,0,0,602,635,1313,6912,846
2021-02-21,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MA,19176,10114,1866,2952,691,10,7,0,1851,1685,2952,14539,1685
2021-02-21,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ME,1506,1317,62,0,21,8,0,3,29,66,22,1312,172
2021-02-21,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MN,25455,16390,2961,2146,1428,454,30,632,235,1179,2146,22130,1179
2021-02-21,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MT,4522,2233,23,0,0,453,0,0,0,1813,0,0,0
2021-02-21,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NE,6034,4253,300,0,133,92,12,0,172,1072,1053,3443,1538
2021-02-21,NH,1093,822,38,96,38,0,0,0,22,77,96,920,77
2021-02-21,NJ,63108,25469,11078,15512,2780,0,0,0,4101,4168,15512,43428,4168
2021-02-21,NM,12916,2321,135,4598,112,3846,22,0,179,1703,4598,6615,1703
2021-02-21,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NY,89995,20490,22389,26892,7557,0,0,0,0,12667,26892,50436,12667
2021-02-21,OH,49372,34183,8990,0,614,64,52,1665,1275,2529,1663,41029,6680
2021-02-21,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,OR,8403,5043,264,0,303,216,142,152,1537,746,1715,5181,1507
2021-02-21,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,RI,8870,4134,591,1847,157,17,0,36,200,1888,1847,5135,1888
2021-02-21,SC,19966,10207,7149,0,162,0,0,0,1111,1337,963,16018,2985
2021-02-21,SD,6524,4651,131,163,69,1274,0,0,70,166,163,6195,166
2021-02-21,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,UT,14445,9072,241,3216,338,449,756,0,1100,349,3216,10880,349
2021-02-21,VA,23481,10193,6414,4297,1045,30,0,180,470,852,4297,18332,852
2021-02-21,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WA,19033,5834,610,2580,840,228,345,235,217,8144,2580,8309,8144
2021-02-21,WI,25743,18166,2947,2417,547,401,0,0,301,964,2417,22362,964
2021-02-21,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AK,1238,399,46,0,116,324,122,67,51,113,62,907,269
2021-02-17,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AZ,55983,25726,2398,18194,989,4312,0,0,2427,1937,18194,35852,1937
2021-02-17,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,FL,77994,36100,15299,19572,0,0,0,0,4088,2935,19572,53396,5026
2021-02-17,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,HI,2174,147,14,0,510,0,637,0,33,833,0,0,833
2021-02-17,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,KS,9002,6818,727,0,169,67,0,0,592,629,1300,6862,840
2021-02-17,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MA,19176,10114,1866,2952,691,10,7,0,1851,1685,2952,14539,1685
2021-02-17,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ME,1490,1317,62,0,21,8,0,3,29,50,22,1312,156
2021-02-17,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MN,25287,16146,2922,2118,1405,449,29,620,229,1369,2118,21800,1369
2021-02-17,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MT,4477,2233,23,0,0,453,0,0,0,1768,0,0,0
2021-02-17,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NE,5981,4217,296,0,132,91,12,0,170,1063,1046,3377,1558
2021-02-17,NH,1083,816,38,94,37,0,0,0,22,76,94,913,76
2021-02-17,NJ,62718,25283,11005,15430,2757,0,0,0,4080,4163,15430,43125,4163
2021-02-17,NM,12790,2321,135,4598,112,3846,22,0,179,1577,4598,6615,1577
2021-02-17,NV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NY,89995,20006,21972,26321,7309,0,0,0,0,14387,26321,49287,14387
2021-02-17,OH,48888,33803,8907,0,607,64,51,1654,1272,2530,1656,40580,6652
2021-02-17,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,OR,8346,5021,260,0,302,216,141,152,1533,721,1712,5157,1477
2021-02-17,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,RI,8811,4134,591,1847,157,17,0,36,200,1829,1847,5135,1829
2021-02-17,SC,19572,9986,7038,0,159,0,0,0,1082,1307,944,15696,2932
2021-02-17,SD,6466,4602,131,161,69,1266,0,0,68,169,161,6136,169
2021-02-17,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,UT,14294,8956,237,3194,334,447,756,0,1093,346,3194,10754,346
2021-02-17,VA,23179,10033,6307,4281,1036,25,0,195,457,845,4281,18053,845
2021-02-17,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WA,18861,5779,610,2575,834,226,343,231,217,8046,2575,8240,8046
2021-02-17,WI,25498,17921,2924,2402,545,395,0,0,294,1017,2402,22079,1017
2021-02-17,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AK,1230,397,46,0,114,323,122,67,51,110,62,902,266
2021-02-14,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AZ,55667,25576,2385,18073,983,4301,0,0,2413,1936,18073,35658,1936
2021-02-14,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,FL,77255,35689,15175,19431,0,0,0,0,4058,2902,19431,52843,4981
2021-02-14,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,HI,2149,140,11,0,504,0,618,0,34,842,0,0,842
2021-02-14,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,KS,8887,6723,719,0,167,67,0,0,585,626,1288,6768,831
2021-02-14,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,MA,18859,9923,1849,2890,677,9,7,0,1806,1698,2890,14271,1698
