Date,State,Tests_Total,Tests_White,Tests_Black,Tests_Latinx,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
2021-03-07,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,NV,1427948,675419,137083,249890,99956,11423,0,0,254174,3,249890,1178055,3
2021-03-07,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,RI,802636,219702,18349,54284,8702,4717,521,3660,20203,472498,54284,275854,472498
2021-03-07,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,UT,2248121,1508818,29013,282286,42053,23644,32491,0,131519,268832,282286,1697003,268832
2021-03-07,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,CA,49028048,9058324,1709117,9326899,3930970,97663,219743,73247,6275590,18336495,9326899,21364654,18336495
2021-03-03,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,DE,628389,308990,116763,54599,15949,0,0,0,57926,74162,54599,499628,74162
2021-03-03,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,IL,18315522,5949931,1335717,1241793,700911,14954,18510,0,524856,8528850,1241793,8544879,8528850
2021-03-03,IN,3127593,2159492,238005,0,59124,0,0,0,379816,291156,120306,1523011,1484276
2021-03-03,KS,1264760,802054,60877,0,24390,8098,0,0,44868,324473,95201,694741,474818
2021-03-03,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MO,4508176,1749623,348828,0,43523,6739,40,192,1588788,770443,79786,2124242,2304148
2021-03-03,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,NV,1417507,670480,136080,248063,99225,11340,0,0,252316,3,248063,1169441,3
2021-03-03,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,RI,798827,219702,18349,54284,8702,4717,521,3660,20203,468689,54284,275854,468689
2021-03-03,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,UT,2222755,1508818,29013,282286,42053,23644,32491,0,131519,268832,282286,1671637,268832
2021-03-03,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,CA,48469106,8731030,1643199,9932773,3825957,98101,220728,98101,6204045,17715172,9932773,20821161,17715172
2021-02-28,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,DE,625443,307368,116023,54276,15811,0,0,0,57789,74176,54276,496991,74176
2021-02-28,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,IL,18136253,5876959,1319840,1229335,690094,14791,18317,0,520169,8466748,1229335,8440170,8466748
2021-02-28,IN,3117201,2148520,236469,0,58863,0,0,0,376281,297068,119816,1516821,1480564
2021-02-28,KS,1254463,794535,60235,0,24091,8018,0,0,44283,323301,94373,687192,472898
2021-02-28,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MO,4482293,1734365,345809,0,43117,6682,40,191,1583674,768415,79096,2104952,2298245
2021-02-28,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,NV,1410983,668063,135589,245756,98867,11299,0,0,251406,3,245756,1165224,3
2021-02-28,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,RI,791201,215231,18003,53422,8506,4690,511,3360,19969,467509,53422,270270,467509
2021-02-28,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,UT,2205791,1496032,28735,280181,41638,23474,32208,0,130624,268119,280181,1657491,268119
2021-02-28,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,CA,47652172,8583871,1615503,9765359,3761471,96447,217007,96447,6099478,17416589,9765359,20470224,17416589
2021-02-24,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,DE,619410,304375,114738,53538,15568,0,0,0,57200,73991,53538,491881,73991
2021-02-24,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,IL,17804537,5766309,1294141,1208823,672028,14482,17868,0,511347,8319539,1208823,8276175,8319539
2021-02-24,IN,3093689,2134972,234864,0,58360,0,0,0,374576,290917,118859,1503458,1471372
2021-02-24,KS,1248768,790688,59884,0,23877,7980,0,0,43923,322416,93837,683093,471838
2021-02-24,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MO,4422930,1699508,339265,0,41661,6567,40,192,1570653,765044,77366,2061947,2283617
2021-02-24,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,NV,1400831,662593,134479,243744,98058,11206,0,0,250748,3,243744,1157084,3
2021-02-24,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,RI,786854,215231,18003,53422,8506,4690,511,3360,19969,463162,53422,270270,463162
2021-02-24,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,UT,2180594,1476598,28313,277019,41034,23194,31769,0,129407,266848,277019,1636727,266848
2021-02-24,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,CA,47043348,8326108,1577833,10292331,3689703,97097,218469,97097,5974505,16770205,10292331,19980812,16770205
2021-02-21,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,DE,616337,302615,113937,53189,15447,0,0,0,57154,73995,53189,489153,73995
2021-02-21,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,IL,17622800,5692404,1279380,1196555,661109,14290,17618,0,506614,8254830,1196555,8171415,8254830
2021-02-21,IN,3083893,2085220,229756,0,56241,0,0,0,364678,347998,117561,1479897,1486435
2021-02-21,KS,1238423,783518,59299,0,23627,7888,0,0,43196,320895,92894,675660,469869
2021-02-21,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MO,4395885,1681991,336299,0,40838,6510,40,191,1565739,764277,76476,2038122,2281287
2021-02-21,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,NV,1392918,658192,133586,240734,97406,11132,0,0,251866,2,240734,1152182,2
2021-02-21,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,RI,778839,211190,17752,52654,8293,4659,507,3083,19720,460981,52654,265204,460981
2021-02-21,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,UT,2163613,1461584,27983,274596,40604,23016,31447,0,128361,266148,274596,1622869,266148
2021-02-21,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,CA,46384932,8209576,1555750,10148280,3638062,95738,215411,95738,5890886,16535491,10148280,19701161,16535491
2021-02-17,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,DE,611203,299903,112806,52599,15321,0,0,0,56776,73798,52599,484806,73798
2021-02-17,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,IL,17320814,5586965,1255831,1178424,643701,14027,17178,0,498330,8126358,1178424,8016032,8126358
2021-02-17,IN,3062008,2103543,231039,0,57434,0,0,0,366783,303209,117446,1484815,1459747
2021-02-17,KS,1229298,775959,58762,0,23393,7830,0,0,42693,320661,92194,667859,469245
2021-02-17,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MO,4350392,1650890,331021,0,39302,6418,40,190,1557297,765234,74770,1995946,2279676
2021-02-17,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,NV,1383924,654596,132856,238034,96874,11071,0,0,250490,3,238034,1145887,3
2021-02-17,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,RI,775240,211190,17752,52654,8293,4659,507,3083,19720,457382,52654,265204,457382
2021-02-17,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,UT,2136588,1444185,27654,271781,40179,22813,31148,0,127248,265520,271781,1599287,265520
2021-02-17,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,CA,45703217,7909124,1490473,10721791,3533864,96159,192319,72119,5941418,15745950,10721791,19235476,15745950
2021-02-14,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,DE,608321,298223,112262,52285,15234,0,0,0,56529,73788,52285,482248,73788
2021-02-14,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,IL,17171858,5526535,1243152,1168069,633814,13888,17070,0,493953,8075377,1168069,7928412,8075377
2021-02-14,IN,3049828,2096441,230217,0,57224,0,0,0,365990,299956,116964,1477870,1454994
2021-02-14,KS,1217589,767389,57957,0,23123,7722,0,0,41993,319405,91130,658625,467834
2021-02-14,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
