Date,State,tot_deaths,new_deaths
2020-04-23,HI,13,0
2020-04-30,HI,14,1
2020-05-07,HI,14,0
2020-05-14,HI,14,0
2020-05-21,HI,14,0
2020-05-28,HI,14,0
2020-06-04,HI,15,1
2020-06-11,HI,16,1
2020-06-18,HI,16,0
2020-06-25,HI,19,3
2020-07-02,HI,22,3
2020-07-09,HI,23,1
2020-07-16,HI,28,5
2020-07-23,HI,29,1
2020-07-30,HI,33,4
2020-08-06,HI,47,14
2020-08-13,HI,69,22
2020-08-20,HI,106,37
2020-08-27,HI,155,49
2020-09-03,HI,200,45
2020-09-10,HI,229,29
2020-09-17,HI,252,23
2020-09-24,HI,272,20
2020-10-01,HI,288,16
2020-10-08,HI,305,17
2020-10-15,HI,320,15
2020-10-22,HI,331,11
2020-10-29,HI,335,4
2020-11-05,HI,340,5
2020-11-12,HI,350,10
2020-11-19,HI,360,10
2020-11-26,HI,373,13
2020-12-03,HI,374,1
2020-12-10,HI,377,3
2020-12-17,HI,385,8
2020-12-24,HI,399,14
2020-12-31,HI,407,8
2021-01-07,HI,428,21
2021-01-14,HI,440,12
2021-01-21,HI,447,7
2021-01-28,HI,456,9
2021-02-04,HI,463,7
2021-02-11,HI,465,2
2021-02-18,HI,469,4
2021-02-25,HI,472,3
2021-03-04,HI,477,5
2021-03-11,HI,480,3
2021-03-18,HI,485,5
2021-03-25,HI,488,3
2021-04-01,HI,490,2
2021-04-08,HI,493,3
2021-04-15,HI,497,4
2021-04-22,HI,499,2
2021-04-29,HI,501,2
2021-05-06,HI,509,8
2021-05-13,HI,515,6
2021-05-20,HI,516,1
2021-05-27,HI,526,10
2021-06-03,HI,530,4
2021-06-10,HI,530,0
2021-06-17,HI,533,3
2021-06-24,HI,533,0
2021-07-01,HI,540,7
2021-07-08,HI,546,6
2021-07-15,HI,557,11
2021-07-22,HI,572,15
2021-07-29,HI,582,10
2021-08-05,HI,613,31
2021-08-12,HI,663,50
2021-08-19,HI,718,55
2021-08-26,HI,776,58
2021-09-02,HI,853,77
2021-09-09,HI,905,52
2021-09-16,HI,960,55
2021-09-23,HI,"1,007",47
2021-09-30,HI,"1,034",27
2021-10-07,HI,"1,059",25
2021-10-14,HI,"1,075",16
2021-10-21,HI,"1,084",9
2021-10-28,HI,"1,095",11
2021-11-04,HI,"1,104",9
2021-11-11,HI,"1,109",5
2021-11-18,HI,"1,115",6
2021-11-25,HI,"1,121",6
2021-12-02,HI,"1,126",5
2021-12-09,HI,"1,131",5
2021-12-16,HI,"1,136",5
2021-12-23,HI,"1,148",12
2021-12-30,HI,"1,162",14
2022-01-06,HI,"1,184",22
2022-01-13,HI,"1,236",52
2022-01-20,HI,"1,295",59
2022-01-27,HI,"1,356",61
2022-02-03,HI,"1,387",31
2022-02-10,HI,"1,407",20
2022-02-17,HI,"1,420",13
2022-02-24,HI,"1,428",8
2022-03-03,HI,"1,435",7
2022-03-10,HI,"1,439",4
2022-03-17,HI,"1,444",5
2022-03-24,HI,"1,444",0
2022-03-31,HI,"1,444",0
2022-04-07,HI,"1,445",1
2022-04-14,HI,"1,447",2
2022-04-21,HI,"1,449",2
2022-04-28,HI,"1,454",5
2022-05-05,HI,"1,460",6
2022-05-12,HI,"1,468",8
2022-05-19,HI,"1,479",11
2022-05-26,HI,"1,495",16
2022-06-02,HI,"1,517",22
2022-06-09,HI,"1,535",18
2022-06-16,HI,"1,549",14
2022-06-23,HI,"1,566",17
2022-06-30,HI,"1,584",18
2022-07-07,HI,"1,594",10
2022-07-14,HI,"1,601",7
2022-07-21,HI,"1,609",8
2022-07-28,HI,"1,626",17
2022-08-04,HI,"1,631",5
2022-08-11,HI,"1,642",11
2022-08-18,HI,"1,648",6
2022-08-25,HI,"1,655",7
2022-09-01,HI,"1,658",3
2022-09-08,HI,"1,667",9
2022-09-15,HI,"1,675",8
2022-09-22,HI,"1,677",2
2022-09-29,HI,"1,679",2
2022-10-06,HI,"1,681",2
2022-10-13,HI,"1,683",2
2022-10-20,HI,"1,684",1
2022-10-27,HI,"1,684",0
2022-11-03,HI,"1,685",1
2022-11-10,HI,"1,685",0
2022-11-17,HI,"1,691",6
2020-01-23,IA,0,0
2020-01-30,IA,0,0
2020-02-06,IA,0,0
2020-02-13,IA,0,0
2020-02-20,IA,0,0
2020-02-27,IA,0,0
2020-03-05,IA,0,0
2020-03-12,IA,0,0
2020-03-19,IA,0,0
2020-03-26,IA,1,1
2020-04-02,IA,9,8
2020-04-09,IA,27,18
2020-04-16,IA,53,26
2020-04-23,IA,90,37
2020-04-30,IA,148,58
2020-05-07,IA,218,70
2020-05-14,IA,306,88
2020-05-21,IA,393,87
2020-05-28,IA,496,103
2020-06-04,IA,573,77
2020-06-11,IA,631,58
2020-06-18,IA,675,44
2020-06-25,IA,689,14
2020-07-02,IA,716,27
2020-07-09,IA,736,20
2020-07-16,IA,775,39
2020-07-23,IA,814,39
2020-07-30,IA,854,40
2020-08-06,IA,900,46
2020-08-13,IA,953,53
2020-08-20,IA,"1,010",57
2020-08-27,IA,"1,071",61
2020-09-03,IA,"1,132",61
2020-09-10,IA,"1,204",72
2020-09-17,IA,"1,248",44
2020-09-24,IA,"1,297",49
2020-10-01,IA,"1,357",60
2020-10-08,IA,"1,418",61
2020-10-15,IA,"1,503",85
2020-10-22,IA,"1,593",90
2020-10-29,IA,"1,690",97
2020-11-05,IA,"1,800",110
2020-11-12,IA,"1,924",124
2020-11-19,IA,"2,099",175
2020-11-26,IA,"2,300",201
2020-12-03,IA,"2,494",194
2020-12-10,IA,"2,676",182
2020-12-17,IA,"3,350",674
2020-12-24,IA,"3,667",317
2020-12-31,IA,"3,822",155
2021-01-07,IA,"4,060",238
2021-01-14,IA,"4,232",172
2021-01-21,IA,"4,394",162
2021-01-28,IA,"4,500",106
2021-02-04,IA,"4,975",475
2021-02-11,IA,"5,175",200
2021-02-18,IA,"5,306",131
2021-02-25,IA,"5,414",108
2021-03-04,IA,"5,499",85
2021-03-11,IA,"5,599",100
2021-03-18,IA,"5,665",66
2021-03-25,IA,"5,687",22
2021-04-01,IA,"5,741",54
2021-04-08,IA,"5,834",93
2021-04-15,IA,"5,856",22
2021-04-22,IA,"5,899",43
2021-04-29,IA,"5,931",32
2021-05-06,IA,"5,961",30
2021-05-13,IA,"5,993",32
2021-05-20,IA,"6,018",25
2021-05-27,IA,"6,044",26
2021-06-03,IA,"6,061",17
2021-06-10,IA,"6,084",23
2021-06-17,IA,"6,108",24
2021-06-24,IA,"6,120",12
2021-07-01,IA,"6,138",18
2021-07-08,IA,"6,149",11
2021-07-15,IA,"6,158",9
2021-07-22,IA,"6,170",12
2021-07-29,IA,"6,183",13
2021-08-05,IA,"6,193",10
2021-08-12,IA,"6,210",17
2021-08-19,IA,"6,226",16
2021-08-26,IA,"6,268",42
2021-09-02,IA,"6,307",39
2021-09-09,IA,"6,337",30
2021-09-16,IA,"6,401",64
2021-09-23,IA,"6,483",82
2021-09-30,IA,"6,563",80
2021-10-07,IA,"6,651",88
2021-10-14,IA,"6,748",97
2021-10-21,IA,"6,848",100
2021-10-28,IA,"6,965",117
2021-11-04,IA,"7,069",104
2021-11-11,IA,"7,166",97
2021-11-18,IA,"7,268",102
2021-11-25,IA,"7,354",86
2021-12-02,IA,"7,445",91
2021-12-09,IA,"7,445",0
2021-12-16,IA,"7,680",235
2021-12-23,IA,"7,799",119
2021-12-30,IA,"7,858",59
2022-01-06,IA,"8,019",161
2022-01-13,IA,"8,201",182
2022-01-20,IA,"8,317",116
2022-01-27,IA,"8,499",182
2022-02-03,IA,"8,657",158
2022-02-10,IA,"8,829",172
2022-02-17,IA,"8,948",119
2022-02-24,IA,"9,083",135
2022-03-03,IA,"9,170",87
2022-03-10,IA,"9,258",88
2022-03-17,IA,"9,341",83
2022-03-24,IA,"9,385",44
2022-03-31,IA,"9,429",44
2022-04-07,IA,"9,453",24
2022-04-14,IA,"9,474",21
2022-04-21,IA,"9,509",35
2022-04-28,IA,"9,528",19
2022-05-05,IA,"9,532",4
2022-05-12,IA,"9,554",22
2022-05-19,IA,"9,570",16
2022-05-26,IA,"9,586",16
2022-06-02,IA,"9,599",13
2022-06-09,IA,"9,614",15
2022-06-16,IA,"9,614",0
2022-06-23,IA,"9,679",65
2022-06-30,IA,"9,688",9
2022-07-07,IA,"9,702",14
2022-07-14,IA,"9,718",16
2022-07-21,IA,"9,759",41
2022-07-28,IA,"9,781",22
2022-08-04,IA,"9,816",35
2022-08-11,IA,"9,848",32
2022-08-18,IA,"9,880",32
2022-08-25,IA,"9,905",25
2022-09-01,IA,"9,939",34
2022-09-08,IA,"9,967",28
2022-09-15,IA,"9,993",26
2022-09-22,IA,"10,049",56
2022-09-29,IA,"10,075",26
2022-10-06,IA,"10,096",21
2022-10-13,IA,"10,124",28
2022-10-20,IA,"10,152",28
2022-10-27,IA,"10,177",25
2022-11-03,IA,"10,207",30
2022-11-10,IA,"10,229",22
2022-11-17,IA,"10,253",24
2020-01-23,ID,0,0
2020-01-30,ID,0,0
2020-02-06,ID,0,0
2020-02-13,ID,0,0
2020-02-20,ID,0,0
2020-02-27,ID,0,0
2020-03-05,ID,0,0
2020-03-12,ID,0,0
2020-03-19,ID,0,0
2020-03-26,ID,0,0
2020-04-02,ID,9,9
2020-04-09,ID,15,6
2020-04-16,ID,39,24
2020-04-23,ID,51,12
2020-04-30,ID,60,9
2020-05-07,ID,66,6
2020-05-14,ID,69,3
2020-05-21,ID,76,7
2020-05-28,ID,81,5
2020-06-04,ID,83,2
2020-06-11,ID,85,2
2020-06-18,ID,87,2
2020-06-25,ID,89,2
2020-07-02,ID,92,3
2020-07-09,ID,98,6
2020-07-16,ID,110,12
2020-07-23,ID,135,25
2020-07-30,ID,173,38
2020-08-06,ID,217,44
2020-08-13,ID,246,29
2020-08-20,ID,289,43
2020-08-27,ID,337,48
2020-09-03,ID,372,35
2020-09-10,ID,407,35
2020-09-17,ID,429,22
2020-09-24,ID,453,24
2020-10-01,ID,469,16
2020-10-08,ID,500,31
2020-10-15,ID,516,16
2020-10-22,ID,546,30
2020-10-29,ID,598,52
2020-11-05,ID,663,65
2020-11-12,ID,732,69
2020-11-19,ID,812,80
2020-11-26,ID,895,83
2020-12-03,ID,991,96
2020-12-10,ID,"1,102",111
2020-12-17,ID,"1,229",127
2020-12-24,ID,"1,324",95
2020-12-31,ID,"1,404",80
2021-01-07,ID,"1,488",84
2021-01-14,ID,"1,565",77
2021-01-21,ID,"1,635",70
2021-01-28,ID,"1,714",79
2021-02-04,ID,"1,748",34
2021-02-11,ID,"1,790",42
2021-02-18,ID,"1,816",26
2021-02-25,ID,"1,839",23
2021-03-04,ID,"1,875",36
2021-03-11,ID,"1,901",26
2021-03-18,ID,"1,934",33
2021-03-25,ID,"1,952",18
2021-04-01,ID,"1,962",10
2021-04-08,ID,"1,980",18
2021-04-15,ID,"2,006",26
2021-04-22,ID,"2,027",21
2021-04-29,ID,"2,043",16
2021-05-06,ID,"2,050",7
2021-05-13,ID,"2,064",14
2021-05-20,ID,"2,074",10
2021-05-27,ID,"2,087",13
2021-06-03,ID,"2,096",9
2021-06-10,ID,"2,115",19
2021-06-17,ID,"2,122",7
2021-06-24,ID,"2,140",18
2021-07-01,ID,"2,152",12
2021-07-08,ID,"2,162",10
2021-07-15,ID,"2,165",3
2021-07-22,ID,"2,179",14
2021-07-29,ID,"2,190",11
2021-08-05,ID,"2,209",19
2021-08-12,ID,"2,235",26
2021-08-19,ID,"2,280",45
2021-08-26,ID,"2,315",35
2021-09-02,ID,"2,370",55
2021-09-09,ID,"2,426",56
2021-09-16,ID,"2,560",134
2021-09-23,ID,"2,687",127
2021-09-30,ID,"2,854",167
2021-10-07,ID,"3,040",186
2021-10-14,ID,"3,186",146
2021-10-21,ID,"3,346",160
2021-10-28,ID,"3,500",154
2021-11-04,ID,"3,600",100
2021-11-11,ID,"3,703",103
2021-11-18,ID,"3,801",98
2021-11-25,ID,"3,891",90
2021-12-02,ID,"3,949",58
2021-12-09,ID,"4,001",52
2021-12-16,ID,"4,057",56
2021-12-23,ID,"4,097",40
2021-12-30,ID,"4,160",63
2022-01-06,ID,"4,192",32
2022-01-13,ID,"4,259",67
2022-01-20,ID,"4,292",33
2022-01-27,ID,"4,357",65
2022-02-03,ID,"4,453",96
2022-02-10,ID,"4,536",83
2022-02-17,ID,"4,633",97
2022-02-24,ID,"4,713",80
2022-03-03,ID,"4,771",58
2022-03-10,ID,"4,806",35
2022-03-17,ID,"4,830",24
2022-03-24,ID,"4,859",29
2022-03-31,ID,"4,871",12
2022-04-07,ID,"4,890",19
2022-04-14,ID,"4,903",13
2022-04-21,ID,"4,916",13
2022-04-28,ID,"4,921",5
2022-05-05,ID,"4,926",5
2022-05-12,ID,"4,927",1
2022-05-19,ID,"4,932",5
2022-05-26,ID,"4,934",2
2022-06-02,ID,"4,937",3
2022-06-09,ID,"4,942",5
2022-06-16,ID,"4,950",8
2022-06-23,ID,"4,957",7
2022-06-30,ID,"4,969",12
2022-07-07,ID,"4,983",14
2022-07-14,ID,"4,993",10
2022-07-21,ID,"5,010",17
2022-07-28,ID,"5,027",17
2022-08-04,ID,"5,046",19
2022-08-11,ID,"5,059",13
2022-08-18,ID,"5,081",22
2022-08-25,ID,"5,100",19
2022-09-01,ID,"5,115",15
2022-09-08,ID,"5,125",10
2022-09-15,ID,"5,141",16
2022-09-22,ID,"5,164",23
2022-09-29,ID,"5,171",7
2022-10-06,ID,"5,185",14
2022-10-13,ID,"5,198",13
2022-10-20,ID,"5,203",5
2022-10-27,ID,"5,216",13
2022-11-03,ID,"5,225",9
2022-11-10,ID,"5,237",12
2022-11-17,ID,"5,247",10
2020-01-23,IL,0,0
2020-01-30,IL,0,0
2020-02-06,IL,0,0
2020-02-13,IL,0,0
2020-02-20,IL,0,0
2020-02-27,IL,0,0
2020-03-05,IL,0,0
2020-03-12,IL,0,0
2020-03-19,IL,1,1
2020-03-26,IL,19,18
2020-04-02,IL,141,122
2020-04-09,IL,462,321
2020-04-16,IL,949,487
2020-04-23,IL,"1,565",616
2020-04-30,IL,"2,214",649
2020-05-07,IL,"2,974",760
2020-05-14,IL,"3,791",817
2020-05-21,IL,"4,524",733
2020-05-28,IL,"5,082",558
2020-06-04,IL,"5,620",538
2020-06-11,IL,"6,094",474
2020-06-18,IL,"6,484",390
2020-06-25,IL,"6,767",283
2020-07-02,IL,"6,949",182
2020-07-09,IL,"7,306",357
2020-07-16,IL,"7,425",119
2020-07-23,IL,"7,539",114
2020-07-30,IL,"7,654",115
2020-08-06,IL,"7,770",116
2020-08-13,IL,"7,880",110
2020-08-20,IL,"8,017",137
2020-08-27,IL,"8,163",146
2020-09-03,IL,"8,300",137
2020-09-10,IL,"8,433",133
2020-09-17,IL,"8,599",166
2020-09-24,IL,"8,744",145
2020-10-01,IL,"8,915",171
2020-10-08,IL,"9,126",211
2020-10-15,IL,"9,320",194
2020-10-22,IL,"9,603",283
2020-10-29,IL,"9,888",285
2020-11-05,IL,"10,217",329
2020-11-12,IL,"10,798",581
2020-11-19,IL,"11,470",672
2020-11-26,IL,"12,439",969
2020-12-03,IL,"13,397",958
2020-12-10,IL,"14,614","1,217"
2020-12-17,IL,"15,777","1,163"
2020-12-24,IL,"16,841","1,064"
2020-12-31,IL,"17,810",969
2021-01-07,IL,"18,735",925
2021-01-14,IL,"19,618",883
2021-01-21,IL,"20,285",667
2021-01-28,IL,"20,950",665
2021-02-04,IL,"21,418",468
2021-02-11,IL,"21,866",448
2021-02-18,IL,"22,225",359
2021-02-25,IL,"22,575",350
2021-03-04,IL,"22,852",277
2021-03-11,IL,"23,069",217
2021-03-18,IL,"23,255",186
2021-03-25,IL,"23,408",153
2021-04-01,IL,"23,576",168
2021-04-08,IL,"23,700",124
2021-04-15,IL,"23,864",164
2021-04-22,IL,"24,016",152
2021-04-29,IL,"24,209",193
2021-05-06,IL,"24,440",231
2021-05-13,IL,"24,636",196
2021-05-20,IL,"24,861",225
2021-05-27,IL,"25,056",195
2021-06-03,IL,"25,240",184
2021-06-10,IL,"25,412",172
2021-06-17,IL,"25,531",119
2021-06-24,IL,"25,604",73
2021-07-01,IL,"25,659",55
2021-07-08,IL,"25,711",52
2021-07-15,IL,"25,773",62
2021-07-22,IL,"25,824",51
2021-07-29,IL,"25,852",28
2021-08-05,IL,"25,907",55
2021-08-12,IL,"25,982",75
2021-08-19,IL,"26,118",136
2021-08-26,IL,"26,249",131
2021-09-02,IL,"26,412",163
2021-09-09,IL,"26,627",215
2021-09-16,IL,"26,884",257
2021-09-23,IL,"27,132",248
2021-09-30,IL,"27,367",235
2021-10-07,IL,"27,586",219
2021-10-14,IL,"27,760",174
2021-10-21,IL,"27,960",200
2021-10-28,IL,"28,140",180
2021-11-04,IL,"28,330",190
2021-11-11,IL,"28,461",131
2021-11-18,IL,"28,593",132
2021-11-25,IL,"28,746",153
2021-12-02,IL,"28,892",146
2021-12-09,IL,"29,145",253
2021-12-16,IL,"29,446",301
2021-12-23,IL,"29,790",344
2021-12-30,IL,"30,167",377
2022-01-06,IL,"30,589",422
2022-01-13,IL,"31,237",648
2022-01-20,IL,"31,943",706
2022-01-27,IL,"32,852",909
2022-02-03,IL,"33,555",703
2022-02-10,IL,"34,110",555
2022-02-17,IL,"34,608",498
2022-02-24,IL,"34,944",336
2022-03-03,IL,"35,277",333
2022-03-10,IL,"35,440",163
2022-03-17,IL,"35,593",153
2022-03-24,IL,"35,708",115
2022-03-31,IL,"35,790",82
2022-04-07,IL,"35,876",86
2022-04-14,IL,"35,932",56
2022-04-21,IL,"35,979",47
2022-04-28,IL,"36,025",46
2022-05-05,IL,"36,076",51
2022-05-12,IL,"36,128",52
2022-05-19,IL,"38,041","1,913"
2022-05-26,IL,"38,114",73
2022-06-02,IL,"38,161",47
2022-06-09,IL,"38,270",109
2022-06-16,IL,"38,368",98
2022-06-23,IL,"38,462",94
2022-06-30,IL,"38,569",107
2022-07-07,IL,"38,633",64
2022-07-14,IL,"38,707",74
2022-07-21,IL,"38,785",78
2022-07-28,IL,"38,846",61
2022-08-04,IL,"38,923",77
2022-08-11,IL,"39,059",136
2022-08-18,IL,"39,145",86
2022-08-25,IL,"39,235",90
2022-09-01,IL,"39,328",93
2022-09-08,IL,"39,406",78
2022-09-15,IL,"39,496",90
2022-09-22,IL,"39,597",101
2022-09-29,IL,"39,665",68
2022-10-06,IL,"39,745",80
2022-10-13,IL,"39,802",57
2022-10-20,IL,"39,875",73
2022-10-27,IL,"39,947",72
2022-11-03,IL,"40,032",85
2022-11-10,IL,"40,083",51
2022-11-17,IL,"40,174",91
2020-01-23,IN,0,0
2020-01-30,IN,0,0
2020-02-06,IN,0,0
2020-02-13,IN,0,0
2020-02-20,IN,0,0
2020-02-27,IN,0,0
2020-03-05,IN,0,0
2020-03-12,IN,0,0
2020-03-19,IN,4,4
2020-03-26,IN,34,30
2020-04-02,IN,134,100
2020-04-09,IN,338,204
2020-04-16,IN,567,229
2020-04-23,IN,837,270
2020-04-30,IN,"1,115",278
2020-05-07,IN,"1,421",306
2020-05-14,IN,"1,637",216
2020-05-21,IN,"1,878",241
2020-05-28,IN,"2,033",155
2020-06-04,IN,"2,177",144
2020-06-11,IN,"2,307",130
2020-06-18,IN,"2,418",111
2020-06-25,IN,"2,504",86
2020-07-02,IN,"2,581",77
2020-07-09,IN,"2,652",71
2020-07-16,IN,"2,720",68
2020-07-23,IN,"2,793",73
2020-07-30,IN,"2,864",71
2020-08-06,IN,"2,929",65
2020-08-13,IN,"3,021",92
2020-08-20,IN,"3,124",103
2020-08-27,IN,"3,202",78
2020-09-03,IN,"3,278",76
2020-09-10,IN,"3,362",84
2020-09-17,IN,"3,441",79
2020-09-24,IN,"3,531",90
2020-10-01,IN,"3,643",112
2020-10-08,IN,"3,764",121
2020-10-15,IN,"3,923",159
2020-10-22,IN,"4,143",220
2020-10-29,IN,"4,382",239
2020-11-05,IN,"4,680",298
2020-11-12,IN,"5,051",371
2020-11-19,IN,"5,480",429
2020-11-26,IN,"6,021",541
2020-12-03,IN,"6,617",596
2020-12-10,IN,"7,289",672
2020-12-17,IN,"7,980",691
2020-12-24,IN,"8,658",678
2020-12-31,IN,"9,314",656
2021-01-07,IN,"9,883",569
2021-01-14,IN,"10,334",451
2021-01-21,IN,"10,785",451
2021-01-28,IN,"11,137",352
2021-02-04,IN,"11,403",266
2021-02-11,IN,"12,000",597
2021-02-18,IN,"12,248",248
2021-02-25,IN,"12,467",219
2021-03-04,IN,"12,633",166
2021-03-11,IN,"12,777",144
2021-03-18,IN,"12,890",113
2021-03-25,IN,"12,973",83
2021-04-01,IN,"13,038",65
2021-04-08,IN,"13,098",60
2021-04-15,IN,"13,186",88
2021-04-22,IN,"13,246",60
2021-04-29,IN,"13,311",65
2021-05-06,IN,"13,373",62
2021-05-13,IN,"13,444",71
2021-05-20,IN,"13,518",74
2021-05-27,IN,"13,571",53
2021-06-03,IN,"13,636",65
2021-06-10,IN,"13,705",69
2021-06-17,IN,"13,761",56
2021-06-24,IN,"13,811",50
2021-07-01,IN,"13,848",37
2021-07-08,IN,"13,892",44
2021-07-15,IN,"13,937",45
2021-07-22,IN,"13,961",24
2021-07-29,IN,"13,993",32
2021-08-05,IN,"14,039",46
2021-08-12,IN,"14,110",71
2021-08-19,IN,"14,198",88
2021-08-26,IN,"14,340",142
2021-09-02,IN,"14,520",180
2021-09-09,IN,"14,709",189
2021-09-16,IN,"15,011",302
2021-09-23,IN,"15,316",305
2021-09-30,IN,"15,624",308
2021-10-07,IN,"15,918",294
2021-10-14,IN,"16,140",222
2021-10-21,IN,"16,422",282
2021-10-28,IN,"16,638",216
2021-11-04,IN,"16,838",200
2021-11-11,IN,"16,994",156
2021-11-18,IN,"17,191",197
2021-11-25,IN,"17,386",195
2021-12-02,IN,"17,621",235
2021-12-09,IN,"17,909",288
2021-12-16,IN,"18,272",363
2021-12-23,IN,"18,696",424
2021-12-30,IN,"18,988",292
2022-01-06,IN,"19,296",308
2022-01-13,IN,"20,035",739
2022-01-20,IN,"20,503",468
2022-01-27,IN,"21,056",553
2022-02-03,IN,"21,598",542
2022-02-10,IN,"21,911",313
2022-02-17,IN,"22,377",466
2022-02-24,IN,"22,693",316
2022-03-03,IN,"22,928",235
2022-03-10,IN,"23,115",187
2022-03-17,IN,"23,229",114
2022-03-24,IN,"23,334",105
2022-03-31,IN,"23,374",40
2022-04-07,IN,"23,458",84
2022-04-14,IN,"23,507",49
2022-04-21,IN,"23,532",25
2022-04-28,IN,"23,565",33
2022-05-05,IN,"23,587",22
2022-05-12,IN,"23,628",41
2022-05-19,IN,"23,658",30
2022-05-26,IN,"23,688",30
2022-06-02,IN,"23,710",22
2022-06-09,IN,"23,767",57
2022-06-16,IN,"23,802",35
2022-06-23,IN,"23,841",39
2022-06-30,IN,"23,877",36
2022-07-07,IN,"23,899",22
2022-07-14,IN,"23,981",82
2022-07-21,IN,"24,028",47
2022-07-28,IN,"24,085",57
2022-08-04,IN,"24,153",68
2022-08-11,IN,"24,222",69
2022-08-18,IN,"24,311",89
2022-08-25,IN,"24,377",66
2022-09-01,IN,"24,452",75
2022-09-08,IN,"24,504",52
2022-09-15,IN,"24,580",76
2022-09-22,IN,"24,640",60
2022-09-29,IN,"24,707",67
2022-10-06,IN,"24,746",39
2022-10-13,IN,"24,746",0
2022-10-20,IN,"24,862",116
2022-10-27,IN,"24,900",38
2022-11-03,IN,"24,950",50
2022-11-10,IN,"25,013",63
2022-11-17,IN,"25,079",66
2020-01-23,KS,0,0
2020-01-30,KS,0,0
2020-02-06,KS,0,0
2020-02-13,KS,0,0
2020-02-20,KS,0,0
2020-02-27,KS,0,0
2020-03-05,KS,0,0
2020-03-12,KS,0,0
2020-03-19,KS,1,1
2020-03-26,KS,3,2
2020-04-02,KS,10,7
2020-04-09,KS,36,26
2020-04-16,KS,77,41
2020-04-23,KS,112,35
2020-04-30,KS,134,22
2020-05-07,KS,164,30
2020-05-14,KS,188,24
2020-05-21,KS,202,14
2020-05-28,KS,213,11
2020-06-04,KS,226,13
2020-06-11,KS,239,13
2020-06-18,KS,247,8
2020-06-25,KS,261,14
2020-07-02,KS,277,16
2020-07-09,KS,288,11
2020-07-16,KS,303,15
2020-07-23,KS,318,15
2020-07-30,KS,348,30
2020-08-06,KS,371,23
2020-08-13,KS,396,25
2020-08-20,KS,415,19
2020-08-27,KS,442,27
2020-09-03,KS,461,19
2020-09-10,KS,499,38
2020-09-17,KS,587,88
2020-09-24,KS,622,35
2020-10-01,KS,680,58
2020-10-08,KS,725,45
2020-10-15,KS,840,115
2020-10-22,KS,955,115
2020-10-29,KS,"1,009",54
2020-11-05,KS,"1,089",80
2020-11-12,KS,"1,217",128
2020-11-19,KS,"1,329",112
2020-11-26,KS,"1,505",176
2020-12-03,KS,"1,682",177
2020-12-10,KS,"1,946",264
2020-12-17,KS,"2,251",305
2020-12-24,KS,"2,499",248
2020-12-31,KS,"2,736",237
2021-01-07,KS,"3,011",275
2021-01-14,KS,"3,373",362
2021-01-21,KS,"3,583",210
2021-01-28,KS,"3,730",147
2021-02-04,KS,"3,905",175
2021-02-11,KS,"4,295",390
2021-02-18,KS,"4,504",209
2021-02-25,KS,"4,679",175
2021-03-04,KS,"4,748",69
2021-03-11,KS,"4,777",29
2021-03-18,KS,"4,811",34
2021-03-25,KS,"4,857",46
2021-04-01,KS,"4,883",26
2021-04-08,KS,"4,903",20
2021-04-15,KS,"4,922",19
2021-04-22,KS,"4,943",21
2021-04-29,KS,"4,969",26
2021-05-06,KS,"4,989",20
2021-05-13,KS,"5,021",32
2021-05-20,KS,"5,044",23
2021-05-27,KS,"5,053",9
2021-06-03,KS,"5,070",17
2021-06-10,KS,"5,093",23
2021-06-17,KS,"5,115",22
2021-06-24,KS,"5,130",15
2021-07-01,KS,"5,147",17
2021-07-08,KS,"5,159",12
2021-07-15,KS,"5,181",22
2021-07-22,KS,"5,191",10
2021-07-29,KS,"5,240",49
2021-08-05,KS,"5,259",19
2021-08-12,KS,"5,357",98
2021-08-19,KS,"5,450",93
2021-08-26,KS,"5,531",81
2021-09-02,KS,"5,577",46
2021-09-09,KS,"5,690",113
2021-09-16,KS,"5,797",107
2021-09-23,KS,"5,919",122
2021-09-30,KS,"6,039",120
2021-10-07,KS,"6,096",57
2021-10-14,KS,"6,140",44
2021-10-21,KS,"6,170",30
2021-10-28,KS,"6,332",162
2021-11-04,KS,"6,428",96
2021-11-11,KS,"6,579",151
2021-11-18,KS,"6,603",24
2021-11-25,KS,"6,656",53
2021-12-02,KS,"6,752",96
2021-12-09,KS,"6,779",27
2021-12-16,KS,"6,871",92
2021-12-23,KS,"6,924",53
2021-12-30,KS,"6,973",49
2022-01-06,KS,"7,030",57
2022-01-13,KS,"7,085",55
2022-01-20,KS,"7,255",170
2022-01-27,KS,"7,354",99
2022-02-03,KS,"7,533",179
2022-02-10,KS,"7,678",145
2022-02-17,KS,"7,844",166
2022-02-24,KS,"7,883",39
2022-03-03,KS,"7,928",45
2022-03-10,KS,"7,954",26
2022-03-17,KS,"8,048",94
2022-03-24,KS,"8,155",107
2022-03-31,KS,"8,250",95
2022-04-07,KS,"8,352",102
2022-04-14,KS,"8,457",105
2022-04-21,KS,"8,516",59
2022-04-28,KS,"8,588",72
2022-05-05,KS,"8,628",40
2022-05-12,KS,"8,683",55
2022-05-19,KS,"8,788",105
2022-05-26,KS,"8,883",95
2022-06-02,KS,"8,888",5
2022-06-09,KS,"8,891",3
2022-06-16,KS,"8,892",1
2022-06-23,KS,"8,899",7
2022-06-30,KS,"8,908",9
2022-07-07,KS,"8,913",5
2022-07-14,KS,"8,916",3
2022-07-21,KS,"8,924",8
2022-07-28,KS,"8,926",2
2022-08-04,KS,"8,926",0
